Set,Profile,expressivity,class_count,indiv_count,obj_property_count,dataproperty_count,datatypes_count,Cyclic Cls,HC_Cohesion,HC_MAX_DEPTH,HC_Max_Sibling,HC_Avg_Sibling,C_Tangledness,C_MaxTangledness,HP_Cohesion,P_Tangledness,P_MaxTangledness,HP_MAX_DEPTH,HP_Max_Sibling,HP_Avg_Sibling,OP_Cohesion,Onto_Cohesion,RRichness,AttRichness,UI,EUR,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,MaxACC,OntoCCDensity,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,avgValuesCard,LogestMCard,LogestLCard,LogestECard,Complement,OneOf,HasValue,HasSelf,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,SubClassOf,InverseObjectProperties,SubObjectPropertyOf,FunctionalObjectProperty,TransitiveObjectProperty,EquivalentClasses,DisjointClasses,SubPropertyChainOf,ObjectPropertyRange,ObjectPropertyDomain,DisjointUnion,ClassAssertion,DataPropertyRange,DataPropertyDomain,ObjectPropertyAssertion,DataPropertyAssertion,DifferentIndividuals,SymmetricObjectProperty,ReflexiveObjectProperty,InverseFunctionalObjectProperty,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,SubDataPropertyOf,FunctionalDataProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Test,EL,ALER,23849,11,7,0,0,0,0.006,15,632,3.685,0.025,8,0.19,0,1,2,2,2,0,0.098,0,0,0,0,74773,50918,50898,11,9,99.961,0.022,0.018,3,50895,0,0.006,99.994,0,4,2.216,0,0,0,0,0,1,0.215745216,0.027,0,99.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.928,99.961,0,0.004,0,0,0,0,0.014,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,122797,13,116,0,0,0,0,29,27421,1.63,0.003,16,0.023,0.87,2,4,7,2.286,0,0.011,0,0,0,0,371269,248359,248226,3,130,99.946,0.001,0.052,32,248194,0,0.013,99.987,0,4,2.375,0,0,0,61.538,0,1,0.375319266,0.005,0,99.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.713,99.946,0,0.03,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3030,1157,474,0,0,0.132,0.004,14,53,3.002,0.132,6,0.008,1.055,12,6,35,3.164,0,0.006,0.055,0,0,0,9801,6299,3943,1943,413,62.597,30.846,6.557,134,3809,0,3.398,96.602,0,4,2.13,0,7.129,0.173,0.259,18.669,2,0.085087497,8.495,0,59.314,0,0,0,0,0,0,0,0,0,32.191,0,0,0,0,0,0,0,0,0,0,41.457,62.597,0,6.43,0,0,0,0,0.127,0,0,0,19.257,0,0,7.033,0,1.238,0,0,0,0,3.318,0,0,0,0,0,0
Test,EL,ALEH,925,66,56,0,0,0.154,0.015,8,72,3.903,0.216,3,0.069,0,1,3,41,7.286,0,0.042,0,0,0,0,2283,1303,1146,106,51,87.951,8.135,3.914,29,1117,0,2.531,97.469,0,4,2.065,0,0,0,0,0,1,0.056719023,21.538,0,78.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.039,87.951,0,3.914,0,0,0,0,0,0,0,0,8.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,1916,150,170,0,0,0.055,0.006,15,41,2.485,0.209,11,0.017,1.765,5,6,14,1.91,0,0.012,0.032,0,0,0,5093,3009,2538,336,135,84.347,11.167,4.487,106,2432,0,4.177,95.823,0,4,2.112,0,4.28,1.333,0,54.667,2,0.059889677,20.724,0,52.303,0,0,0,0,0,0,0,0,0,26.974,0,0,0,0,0,0,0,0,0,0,7.547,84.347,0,4.254,0,0,0,0,0.233,0,0,0,5.151,0,0,5.949,0,0,0,0,0,0,0.066,0,0,0,0,0,0
Test,EL,AL,69,351,78,0,0,0,0.074,5,6,2.409,1.471,2,0,0,1,0,0,0,0,0.074,0,0,0,0,648,502,105,397,0,20.916,79.084,0,52,53,0,49.524,50.476,0,3,2.495,0,0,0,0,0,1,0.495238095,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.916,0,0,0,0,0,0,0,0,0,0,69.124,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALE,345,0,32,0,0,0,0.016,5,136,6.218,0,1,0,0,1,0,0,0,0,0.016,0,0,0,0,1425,1048,1048,0,0,100,0,0,0,1048,0,0,100,0,3,2.674,0,0,0,0,0,1,0.673664122,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,13555,9,28,0,0,0,0.004,14,930,4.231,0.03,5,0.021,0,1,2,2,2,0,0.013,0,0,0,0,31911,18330,18312,9,9,99.902,0.049,0.049,86,18226,0,0.47,99.53,0,4,2.075,0,0,0,0,0,1,0.071537789,5.038,0,94.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.158,99.902,0,0.022,0,0,0,0,0.027,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,83222,0,12,0,0,0,0,12,22268,2.213,0.002,3,0,0,1,0,0,0,0,0,0,0,0,0,200874,117641,117635,0,6,99.995,0,0.005,695,116940,0,0.591,99.409,0,4,2.5,0,0,0,0,0,1,0.493628597,1.197,0,98.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.995,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALE,149,0,1,0,0,0,0.057,8,14,2.98,0,1,0,0,1,0,0,0,0,0.057,0,0,0,0,302,152,152,0,0,100,0,0,0,152,0,0,100,0,3,2.039,0,0,0,0,0,1,0.039473684,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,63,0,159,0,0,14.313,0.049,3,7,3.545,0,1,0.007,0,1,2,10,3.583,0,0.028,0,0,0,0,492,271,226,0,45,83.395,0,16.605,149,77,0,65.929,34.071,0,3,2.646,0,0,0,0,0,1,0.827433628,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.807,83.395,0,15.867,0,0,0,0,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,63982,0,30,0,0,0,0,12,23285,3.979,0.003,4,0.053,0,1,3,3,1.429,0,0.027,0,0,0,0,208701,144690,144671,0,19,99.987,0,0.013,5,144666,0,0.003,99.997,0,4,2.47,0,0,0,0,0,1,0.469638006,0.007,0,99.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.733,99.987,0,0.007,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,83816,0,11,0,0,0,0,14,22275,3.02,0.004,4,0,0,1,0,0,0,0,0,0,0,0,0,227897,144071,144065,0,6,99.996,0,0.004,695,143370,0,0.482,99.518,0,4,2.407,0,0,0,0,0,1,0.401804741,1.201,0,98.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.996,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALE,830,37,7,0,0,0,0.014,11,47,3.217,0.241,3,0,0,1,0,0,0,0,0.014,0,0,0,0,1882,1045,1008,37,0,96.459,3.541,0,0,1008,0,0,100,0,3,2.131,0,0,0,0,0,1,0.131944444,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.459,0,0,0,0,0,0,0,0,0,0,3.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,2995,1152,474,0,0,0.134,0.004,14,53,3.018,0.134,6,0.008,1.055,12,6,35,3.164,0,0.006,0.055,0,0,0,9717,6250,3900,1937,413,62.4,30.992,6.608,135,3765,0,3.462,96.538,0,4,2.132,0,7.212,0.174,0.26,18.75,2,0.086153846,8.482,0,59.375,0,0,0,0,0,0,0,0,0,32.143,0,0,0,0,0,0,0,0,0,0,41.604,62.4,0,6.48,0,0,0,0,0.128,0,0,0,19.328,0,0,7.088,0,1.248,0,0,0,0,3.328,0,0,0,0,0,0
Test,EL,ALER,192,1,67,0,0,0.676,0.105,12,11,2.506,1.047,3,0.037,2.985,3,4,4,1.68,0,0.071,0,0,0,0,644,386,336,1,49,87.047,0.259,12.694,59,277,0,17.56,82.44,0,4,2.36,0,0,0,0,0,1,0.351190476,3.39,0,96.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.947,87.047,0,10.881,0,0,0,0,1.813,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,35,55,61,0,0,8.98,0.125,3,7,3.25,0,1,0.011,0,1,2,4,3.333,0,0.068,0,0,0,0,280,185,105,70,10,56.757,37.838,5.405,59,46,0,56.19,43.81,0,3,2.743,0,0,0,0,0,1,0.752380952,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.114,56.757,0,5.405,0,0,0,0,0,0,0,0,29.73,0,0,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,60970,0,5,0,0,0,0,2,21565,3.79,0.003,4,0.2,0,1,2,1,1,0,0.1,0,0,0,0,195222,134247,134244,0,3,99.998,0,0.002,0,134244,0,0,100,0,3,2.469,0,0,0,0,0,1,0.46943625,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.685,99.998,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3536,1226,255,0,0,0.046,0.004,14,51,2.983,0.141,6,0.012,0.784,11,5,19,2.01,0,0.008,0.054,0,0,0,10210,6421,4604,1605,212,71.702,24.996,3.302,127,4477,0,2.758,97.242,0,4,2.121,0,7.014,0.163,0.163,20.228,2,0.080582103,8.491,0,58.086,0,0,0,0,0,0,0,0,0,33.423,0,0,0,0,0,0,0,0,0,0,27.61,71.702,0,3.224,0,0,0,0,0.078,0,0,0,20.293,0,0,0.498,0,1.448,0,0,0,0,2.757,0,0,0,0,0,0
Test,EL,ALER,32726,0,267,0,0,0,0.005,37,3398,7.588,0.028,13,0.013,0.749,3,5,19,2.2,0,0.009,0,0,0,0,142693,109700,109532,0,168,99.847,0,0.153,0,109532,0,0,100,0,3,2.492,0,0,0,0,0,1,0.492413176,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378,99.847,0,0.12,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,46247,0,262,0,0,0,0.005,19,6926,4.9,0.015,10,0.011,0.763,3,5,12,2.412,0,0.008,0,0,0,0,168628,122119,121969,0,150,99.877,0,0.123,10,121959,0,0.008,99.992,0,4,2.271,0,0,0,0,0,1,0.271159065,0.03,0,99.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.179,99.877,0,0.101,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,127,87,322,0,0,1.26,0.032,5,12,2.478,1.587,4,0.003,0.621,3,5,22,1.649,0,0.018,0.008,0,0,0,1125,677,369,118,190,54.505,17.43,28.065,228,141,0,61.789,38.211,0,3,2.669,0,2.362,0,0,3.448,2,0.349593496,0,0,98.837,0,0,0,0,0,0,0,0,0,1.163,0,0,0,0,0,0,0,0,0,0,39.608,54.505,0,27.77,0,0,0,0,0.295,0,0,0,12.408,0,0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,122779,18,116,0,0,0,0,29,27421,1.63,0.003,16,0.023,0.87,2,4,7,2.286,0,0.011,0,0,0,0,371250,248358,248208,20,130,99.94,0.008,0.052,32,248176,0,0.013,99.987,0,4,2.375,0,0,0,44.444,0,1,0.375346484,0.005,0,99.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.713,99.94,0,0.03,0,0,0,0,0.022,0,0,0,0.007,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,56,508,76,0,0,0,0.126,4,21,10.8,0,1,0.064,1.316,2,5,13,2.85,0,0.095,0.007,0,0,0,1694,1563,137,1341,85,8.765,85.797,5.438,61,76,0,44.526,55.474,0,3,2.606,0,1.786,0,100,0.197,2,0.306569343,0,0,98.81,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,81.928,8.765,0,3.647,0,0,0,0,1.791,0,0,0,0.192,0,0,85.541,0,0.064,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,1867,150,170,0,0,0.056,0.007,15,41,2.469,0.214,11,0.017,1.765,5,6,14,1.91,0,0.012,0.033,0,0,0,4988,2953,2482,336,135,84.05,11.378,4.572,107,2375,0,4.311,95.689,0,4,2.115,0,4.392,1.333,0,54.667,2,0.061442385,20.656,0,52.459,0,0,0,0,0,0,0,0,0,26.885,0,0,0,0,0,0,0,0,0,0,8.125,84.05,0,4.335,0,0,0,0,0.237,0,0,0,5.249,0,0,6.062,0,0,0,0,0,0,0.068,0,0,0,0,0,0
Test,EL,ALCHO,64,2867,31,0,0,0,0.127,8,8,2.462,1.587,2,0.056,0,1,2,4,1.857,0,0.092,0.011,0,0,0,5678,5584,89,5482,13,1.594,98.173,0.233,21,68,0,23.596,76.404,0,3,2.281,0,1.562,0,0,0.035,2,0.146067416,0,0,96.154,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,56,1.594,0,0.233,0,0,0,0,0,0,0,0,52.615,0,0,45.559,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,2918,0,11,0,0,0,0.005,12,212,6.582,0.069,3,0.073,0,1,2,2,2,0,0.039,0,0,0,0,14126,11198,11193,0,5,99.955,0,0.045,1,11192,0,0.009,99.991,0,4,2.734,0,0,0,0,0,1,0.734208881,0.012,0,99.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.955,0,0.018,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,1155,7,28,0,0,0,0.009,10,208,3.997,0.087,2,0.233,3.571,2,5,8,3.5,0,0.121,0,0,0,0,3059,1876,1826,7,43,97.335,0.373,2.292,0,1826,0,0,100,0,3,2.343,0,0,0,0,0,1,0.343373494,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.335,0,1.493,0,0,0,0,0.8,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALR,79,23,106,0,0,2.494,0.1,7,7,2.281,2.564,3,0.005,0,1,2,4,2.6,0,0.052,0,0,0,0,405,221,183,23,15,82.805,10.407,6.787,100,83,0,54.645,45.355,0,3,2.601,0,0,0,0,0,1,0.601092896,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.909,82.805,0,5.882,0,0,0,0,0.905,0,0,0,10.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,2743,0,53,0,0,0,0.036,12,266,5.521,0.146,10,0.018,1.887,2,3,5,1.5,0,0.027,0,0,0,0,11483,8688,8665,0,23,99.735,0,0.265,186,8479,0,2.147,97.853,0,4,2.443,0,0,0,0,0,1,0.421465666,5.093,0,94.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.979,99.735,0,0.138,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,1623,0,6,0,0,0.025,0.011,16,50,4.309,0.062,2,0,0,1,0,0,0,0,0.011,0,0,0,0,4329,2702,2701,0,1,99.963,0,0.037,508,2193,0,18.808,81.192,0,4,2.589,0,0,0,0,0,1,0.401703073,46.728,0,53.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.963,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,45782,0,121,0,0,0,0.005,26,7318,4.888,0.013,9,0.043,1.653,3,4,10,2.619,0,0.024,0,0,0,0,163693,117791,117638,0,153,99.87,0,0.13,39,117599,0,0.033,99.967,0,4,2.24,0,0,0,0,0,1,0.239956477,0.138,0,99.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.779,99.87,0,0.093,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3000,1135,468,0,0,0.134,0.004,14,53,3.024,0.167,6,0.008,0.641,12,6,35,3.142,0,0.006,0.053,0,0,0,9684,6218,3894,1917,407,62.625,30.83,6.546,128,3766,0,3.287,96.713,0,4,2.129,0,6.9,0.176,0.176,18.238,2,0.083590139,8.909,0,59.293,0,0,0,0,0,0,0,0,0,31.797,0,0,0,0,0,0,0,0,0,0,42.487,62.625,0,6.417,0,0,0,0,0.129,0,0,0,19.154,0,0,7.141,0,1.222,0,0,0,0,3.313,0,0,0,0,0,0
Test,EL,ALCRO,118,37,120,0,0,0.497,0.085,7,20,3.077,0.855,2,0.006,0,1,3,17,4.4,0,0.046,0.004,0,0,0,542,305,243,37,25,79.672,12.131,8.197,120,123,0,49.383,50.617,0,3,2.506,0,0.847,0,0,2.703,2,0.255144033,0,0,99.194,0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,0,21.138,79.672,0,7.213,0,0,0,0,0.984,0,0,0,12.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALEH,20,83,90,0,0,0,0.117,3,3,2.25,0,1,0.009,0,1,2,6,3.6,0,0.063,0,0,0,0,380,271,74,179,18,27.306,66.052,6.642,64,10,0,86.486,13.514,0,3,2.878,0,0,0,0,0,1,0.878378378,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,27.306,0,6.642,0,0,0,0,0,0,0,0,30.627,0,0,35.424,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,2995,1152,474,0,0,0.134,0.004,14,53,3.018,0.134,6,0.008,1.055,12,6,35,3.164,0,0.006,0.055,0,0,0,9724,6257,3899,1945,413,62.314,31.085,6.601,134,3765,0,3.437,96.563,0,4,2.131,0,7.212,0.174,0.26,18.75,2,0.086047705,8.495,0,59.314,0,0,0,0,0,0,0,0,0,32.191,0,0,0,0,0,0,0,0,0,0,41.457,62.314,0,6.473,0,0,0,0,0.128,0,0,0,19.306,0,0,7.208,0,1.247,0,0,0,0,3.324,0,0,0,0,0,0
Test,EL,ALCRO,3534,1226,254,0,0,0.061,0.004,14,51,2.985,0.142,6,0.012,0.787,11,5,19,2.01,0,0.008,0.054,0,0,0,10260,6474,4600,1662,212,71.053,25.672,3.275,123,4477,0,2.674,97.326,0,4,2.121,0,7.018,0.163,0.163,20.228,2,0.080434783,8.514,0,57.973,0,0,0,0,0,0,0,0,0,33.514,0,0,0,0,0,0,0,0,0,0,27.506,71.053,0,3.197,0,0,0,0,0.077,0,0,0,20.127,0,0,1.375,0,1.437,0,0,0,0,2.734,0,0,0,0,0,0
Test,EL,ALEH,27,50,22,0,0,0,0.148,3,12,5.25,0,1,0.173,0,1,3,4,3.6,0,0.16,0,0,0,0,174,126,30,78,18,23.81,61.905,14.286,6,24,0,20,80,0,3,2.3,0,0,0,0,0,1,0.3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,23.81,0,14.286,0,0,0,0,0,0,0,0,39.683,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALEH,73,0,44,0,0,0,0.044,3,28,6.875,0,1,0.061,0,1,2,20,14.5,0,0.053,0,0,0,0,289,173,144,0,29,83.237,0,16.763,12,132,0,8.333,91.667,0,3,2.618,0,0,0,0,0,1,0.618055556,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.663,83.237,0,16.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALEH,63568,0,120,0,0,0,0.001,16,3018,5.347,0.008,6,0.008,0,1,6,2,1.417,0,0.004,0,0,0,0,187804,124118,124101,0,17,99.986,0,0.014,2677,121424,0,2.157,97.843,0,7,2.443,0,0,0,0,0,1,0.419078009,4.949,0,95.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.093,99.986,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALE,4137,0,10,0,0,0,0.002,8,864,7.064,0.024,2,0,0,1,0,0,0,0,0.002,0,0,0,0,17771,13625,13625,0,0,100,0,0,2223,11402,0,16.316,83.684,0,4,2.862,0,0,0,0,0,1,0.698788991,23.348,0,76.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,90,30,88,0,0,0.506,0.072,7,9,2.688,1.124,2,0.029,0,1,3,15,3,0,0.051,0.027,0,0,0,412,236,148,30,58,62.712,12.712,24.576,46,102,0,31.081,68.919,0,3,2.412,0,4.444,0,0,13.333,2,0.222972973,0,0,93.939,0,0,0,0,0,0,0,0,0,6.061,0,0,0,0,0,0,0,0,0,0,59.677,62.712,0,22.034,0,0,0,0,2.542,0,0,0,12.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,99463,0,156,0,0,0,0.002,19,7511,6.084,0.006,10,0.016,0.641,3,4,18,1.951,0,0.009,0,0,0,0,351216,251599,251450,0,149,99.941,0,0.059,90,251360,0,0.036,99.964,0,4,2.329,0,0,0,0,0,1,0.328757208,0.076,0,99.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.217,99.941,0,0.032,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,5935,5557,582,0,0,0.032,0.178,22,256,3.555,0.034,7,0.003,0.344,3,6,17,1.945,0,0.091,0.05,0,0,0,25815,19300,10666,8399,235,55.264,43.518,1.218,499,10167,0,4.678,95.322,0,5,2.144,0,8.997,0,0,9.61,2,0.092021376,5.298,0,67.499,0,0,0,0,0,0,0,0,0,27.203,0,0,0,0,0,0,0,0,0,0,63.925,55.264,0,1.098,0,0,0,0,0.119,0,0,0,30.824,0,0,12.694,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALER,99465,0,156,0,0,0,0.002,19,7511,6.085,0.006,10,0.016,0.641,3,4,18,1.951,0,0.009,0,0,0,0,351236,251617,251468,0,149,99.941,0,0.059,90,251378,0,0.036,99.964,0,4,2.329,0,0,0,0,0,1,0.328737653,0.076,0,99.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.216,99.941,0,0.032,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,53,703,2,0,0,0,0.004,2,2,1.5,0,1,2,0,1,2,1,1,0,1.002,0,0,0,0,887,832,3,828,1,0.361,99.519,0.12,0,3,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.12,0,0,0,0,0,0,0,0,99.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALH,37,248,30,0,0,0,0.063,2,4,2.222,2.778,2,0.009,0,1,2,2,2,0,0.036,0,0,0,0,416,350,49,299,2,14,85.429,0.571,29,20,0,59.184,40.816,0,3,2.592,0,0,0,0,0,1,0.591836735,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.897,14,0,0.571,0,0,0,0,0,0,0,0,85.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,EL,ALCRO,3016,1135,471,0,0,0.133,0.004,14,53,3.031,0.166,6,0.008,0.637,12,6,35,3.142,0,0.006,0.053,0,0,0,9724,6239,3915,1917,407,62.75,30.726,6.523,131,3784,0,3.346,96.654,0,4,2.129,0,6.863,0.176,0.176,18.238,2,0.083524904,8.869,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,0,0,0,0,0,0,0,0,42.159,62.75,0,6.395,0,0,0,0,0.128,0,0,0,19.09,0,0,7.117,0,1.218,0,0,0,0,3.302,0,0,0,0,0,0
Test,EL,ALCRO,3541,1226,256,0,0,0,0.004,14,51,2.975,0.141,6,0.012,0.781,11,5,19,2.01,0,0.008,0.054,0,0,0,10367,6572,4606,1754,212,70.085,26.689,3.226,129,4477,0,2.801,97.199,0,4,2.12,0,7.004,0.163,0.163,20.228,2,0.08022145,8.525,0,57.916,0,0,0,0,0,0,0,0,0,33.559,0,0,0,0,0,0,0,0,0,0,26.636,70.085,0,3.15,0,0,0,0,0.076,0,0,0,19.827,0,0,2.754,0,1.415,0,0,0,0,2.693,0,0,0,0,0,0
Test,EL,ALHO,74,4,111,0,0,2.233,0.044,6,15,2.609,2.74,4,0.006,0.901,2,3,4,2,0,0.025,0,0,0,0,367,183,164,3,16,89.617,1.639,8.743,104,60,0,63.415,36.585,0,3,2.585,0,0,50,0,0,1,0.634146341,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538,89.617,0,8.743,0,0,0,0,0,0,0,0,1.093,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0
Test,EL,ALHO,94,717,27,0,0,0,0.108,6,15,2.812,1.075,3,0.028,0,1,2,3,1.667,0,0.068,0,0,0,0,1066,946,108,833,5,11.416,88.055,0.529,18,90,0,16.667,83.333,0,3,2.167,0,0,0.279,0,0,1,0.166666667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.416,0,0.529,0,0,0,0,0,0,0,0,87.738,0,0,0.106,0,0,0,0,0,0,0.211,0,0,0,0,0,0
